Diagnose,New_Representation,MajorCategory,Category_representation,Disease_group
M1255,7209,M12,930,13
M1256,7210,M12,930,13
M1257,7211,M12,930,13
M1258,7212,M12,930,13
M1259,7213,M12,930,13
M128,7214,M12,930,13
M1280,7215,M12,930,13
M1281,7216,M12,930,13
M1282,7217,M12,930,13
M1283,7218,M12,930,13
M1284,7219,M12,930,13
M1285,7220,M12,930,13
M1286,7221,M12,930,13
M1287,7222,M12,930,13
M1288,7223,M12,930,13
M1289,7224,M12,930,13
M13,7225,M13,931,13
M130,7226,M13,931,13
M1300,7227,M13,931,13
M1309,7228,M13,931,13
M131,7229,M13,931,13
M1311,7230,M13,931,13
M1312,7231,M13,931,13
M1313,7232,M13,931,13
M1314,7233,M13,931,13
M1315,7234,M13,931,13
M1316,7235,M13,931,13
M1317,7236,M13,931,13
M1318,7237,M13,931,13
M1319,7238,M13,931,13
M138,7239,M13,931,13
M1380,7240,M13,931,13
M1381,7241,M13,931,13
M1382,7242,M13,931,13
M1383,7243,M13,931,13
M1384,7244,M13,931,13
M1385,7245,M13,931,13
M1386,7246,M13,931,13
M1387,7247,M13,931,13
M1388,7248,M13,931,13
M1389,7249,M13,931,13
M139,7250,M13,931,13
M1391,7251,M13,931,13
M1392,7252,M13,931,13
M1393,7253,M13,931,13
M1394,7254,M13,931,13
M1395,7255,M13,931,13
M1396,7256,M13,931,13
M1397,7257,M13,931,13
M1398,7258,M13,931,13
M1399,7259,M13,931,13
M14,7260,M14,932,13
M140,7261,M14,932,13
M141,7262,M14,932,13
M142,7263,M14,932,13
M143,7264,M14,932,13
M144,7265,M14,932,13
M145,7266,M14,932,13
M146,7267,M14,932,13
M148,7268,M14,932,13
M15,7269,M15,933,13
M150,7270,M15,933,13
M151,7271,M15,933,13
M152,7272,M15,933,13
M153,7273,M15,933,13
M154,7274,M15,933,13
M158,7275,M15,933,13
M159,7276,M15,933,13
M16,7277,M16,934,13
M160,7278,M16,934,13
M161,7279,M16,934,13
M162,7280,M16,934,13
M163,7281,M16,934,13
M164,7282,M16,934,13
M165,7283,M16,934,13
M166,7284,M16,934,13
M167,7285,M16,934,13
M169,7286,M16,934,13
M17,7287,M17,935,13
M170,7288,M17,935,13
M171,7289,M17,935,13
M172,7290,M17,935,13
M173,7291,M17,935,13
M174,7292,M17,935,13
M175,7293,M17,935,13
M179,7294,M17,935,13
M18,7295,M18,936,13
M180,7296,M18,936,13
M181,7297,M18,936,13
M182,7298,M18,936,13
M183,7299,M18,936,13
M184,7300,M18,936,13
M185,7301,M18,936,13
M189,7302,M18,936,13
M19,7303,M19,937,13
M190,7304,M19,937,13
M1901,7305,M19,937,13
M1902,7306,M19,937,13
M1903,7307,M19,937,13
M1904,7308,M19,937,13
M1905,7309,M19,937,13
M1907,7310,M19,937,13
M1908,7311,M19,937,13
M1909,7312,M19,937,13
M191,7313,M19,937,13
M1911,7314,M19,937,13
M1912,7315,M19,937,13
M1913,7316,M19,937,13
M1914,7317,M19,937,13
M1915,7318,M19,937,13
M1917,7319,M19,937,13
M1918,7320,M19,937,13
M1919,7321,M19,937,13
M192,7322,M19,937,13
M1921,7323,M19,937,13
M1922,7324,M19,937,13
M1923,7325,M19,937,13
M1924,7326,M19,937,13
M1925,7327,M19,937,13
M1927,7328,M19,937,13
M1928,7329,M19,937,13
M1929,7330,M19,937,13
M198,7331,M19,937,13
M1981,7332,M19,937,13
M1982,7333,M19,937,13
M1983,7334,M19,937,13
M1984,7335,M19,937,13
M1985,7336,M19,937,13
M1987,7337,M19,937,13
M1988,7338,M19,937,13
M1989,7339,M19,937,13
M199,7340,M19,937,13
M1991,7341,M19,937,13
M1992,7342,M19,937,13
M1993,7343,M19,937,13
M1994,7344,M19,937,13
M1995,7345,M19,937,13
M1997,7346,M19,937,13
M1998,7347,M19,937,13
M1999,7348,M19,937,13
M20,7349,M20,938,13
M200,7350,M20,938,13
M201,7351,M20,938,13
M202,7352,M20,938,13
M203,7353,M20,938,13
M204,7354,M20,938,13
M205,7355,M20,938,13
M206,7356,M20,938,13
M21,7357,M21,939,13
M210,7358,M21,939,13
M2100,7359,M21,939,13
M2101,7360,M21,939,13
M2102,7361,M21,939,13
M2103,7362,M21,939,13
M2104,7363,M21,939,13
M2105,7364,M21,939,13
M2106,7365,M21,939,13
M2107,7366,M21,939,13
M2109,7367,M21,939,13
M211,7368,M21,939,13
M2110,7369,M21,939,13
M2111,7370,M21,939,13
M2112,7371,M21,939,13
M2113,7372,M21,939,13
M2114,7373,M21,939,13
M2115,7374,M21,939,13
M2116,7375,M21,939,13
M2117,7376,M21,939,13
M2119,7377,M21,939,13
M212,7378,M21,939,13
M2120,7379,M21,939,13
M2121,7380,M21,939,13
M2122,7381,M21,939,13
M2123,7382,M21,939,13
M2124,7383,M21,939,13
M2125,7384,M21,939,13
M2126,7385,M21,939,13
M2127,7386,M21,939,13
M2129,7387,M21,939,13
M213,7388,M21,939,13
M2130,7389,M21,939,13
M2133,7390,M21,939,13
M2137,7391,M21,939,13
M2139,7392,M21,939,13
M214,7393,M21,939,13
M2140,7394,M21,939,13
M2147,7395,M21,939,13
M215,7396,M21,939,13
M2150,7397,M21,939,13
M2154,7398,M21,939,13
M2157,7399,M21,939,13
M2159,7400,M21,939,13
M216,7401,M21,939,13
M2160,7402,M21,939,13
M2167,7403,M21,939,13
M217,7404,M21,939,13
M2170,7405,M21,939,13
M2171,7406,M21,939,13
M2172,7407,M21,939,13
M2173,7408,M21,939,13
M2174,7409,M21,939,13
M2175,7410,M21,939,13
M2176,7411,M21,939,13
M2177,7412,M21,939,13
M2179,7413,M21,939,13
M218,7414,M21,939,13
M2180,7415,M21,939,13
M2181,7416,M21,939,13
M2182,7417,M21,939,13
M2183,7418,M21,939,13
M2184,7419,M21,939,13
M2185,7420,M21,939,13
M2186,7421,M21,939,13
M2187,7422,M21,939,13
M2189,7423,M21,939,13
M219,7424,M21,939,13
M2190,7425,M21,939,13
M2191,7426,M21,939,13
M2192,7427,M21,939,13
M2193,7428,M21,939,13
M2194,7429,M21,939,13
M2195,7430,M21,939,13
M2196,7431,M21,939,13
M2197,7432,M21,939,13
M2199,7433,M21,939,13
M22,7434,M22,940,13
M220,7435,M22,940,13
M221,7436,M22,940,13
M222,7437,M22,940,13
M223,7438,M22,940,13
M224,7439,M22,940,13
M228,7440,M22,940,13
M229,7441,M22,940,13
M23,7442,M23,941,13
M230,7443,M23,941,13
M2300,7444,M23,941,13
M2301,7445,M23,941,13
M2302,7446,M23,941,13
M2303,7447,M23,941,13
M2304,7448,M23,941,13
M2305,7449,M23,941,13
M2306,7450,M23,941,13
M2309,7451,M23,941,13
M231,7452,M23,941,13
M2310,7453,M23,941,13
M2311,7454,M23,941,13
M2312,7455,M23,941,13
M2313,7456,M23,941,13
M2314,7457,M23,941,13
M2315,7458,M23,941,13
M2316,7459,M23,941,13
M2319,7460,M23,941,13
M232,7461,M23,941,13
M2320,7462,M23,941,13
M2321,7463,M23,941,13
M2322,7464,M23,941,13
M2323,7465,M23,941,13
M2324,7466,M23,941,13
M2325,7467,M23,941,13
M2326,7468,M23,941,13
M2329,7469,M23,941,13
M233,7470,M23,941,13
M2330,7471,M23,941,13
M2331,7472,M23,941,13
M2332,7473,M23,941,13
M2333,7474,M23,941,13
M2334,7475,M23,941,13
M2335,7476,M23,941,13
M2336,7477,M23,941,13
M2339,7478,M23,941,13
M234,7479,M23,941,13
M2340,7480,M23,941,13
M2341,7481,M23,941,13
M2342,7482,M23,941,13
M2343,7483,M23,941,13
M2344,7484,M23,941,13
M2345,7485,M23,941,13
M2346,7486,M23,941,13
M2349,7487,M23,941,13
M235,7488,M23,941,13
M2350,7489,M23,941,13
M2351,7490,M23,941,13
M2352,7491,M23,941,13
M2353,7492,M23,941,13
M2354,7493,M23,941,13
M2357,7494,M23,941,13
M2359,7495,M23,941,13
M236,7496,M23,941,13
M2360,7497,M23,941,13
M2361,7498,M23,941,13
M2362,7499,M23,941,13
M2363,7500,M23,941,13
M2364,7501,M23,941,13
M2367,7502,M23,941,13
M2369,7503,M23,941,13
M238,7504,M23,941,13
M2380,7505,M23,941,13
M2381,7506,M23,941,13
M2382,7507,M23,941,13
M2383,7508,M23,941,13
M2384,7509,M23,941,13
M2387,7510,M23,941,13
M2389,7511,M23,941,13
M239,7512,M23,941,13
M2390,7513,M23,941,13
M2391,7514,M23,941,13
M2392,7515,M23,941,13
M2393,7516,M23,941,13
M2394,7517,M23,941,13
M2395,7518,M23,941,13
M2396,7519,M23,941,13
M2397,7520,M23,941,13
M2399,7521,M23,941,13
M24,7522,M24,942,13
M240,7523,M24,942,13
M2400,7524,M24,942,13
M2401,7525,M24,942,13
M2402,7526,M24,942,13
M2403,7527,M24,942,13
M2404,7528,M24,942,13
M2405,7529,M24,942,13
M2407,7530,M24,942,13
M2408,7531,M24,942,13
M2409,7532,M24,942,13
M241,7533,M24,942,13
M2410,7534,M24,942,13
M2411,7535,M24,942,13
M2412,7536,M24,942,13
M2413,7537,M24,942,13
M2414,7538,M24,942,13
M2415,7539,M24,942,13
M2416,7540,M24,942,13
M2417,7541,M24,942,13
M2418,7542,M24,942,13
M2419,7543,M24,942,13
M242,7544,M24,942,13
M2420,7545,M24,942,13
M2421,7546,M24,942,13
M2422,7547,M24,942,13
M2423,7548,M24,942,13
M2424,7549,M24,942,13
M2425,7550,M24,942,13
M2427,7551,M24,942,13
M2428,7552,M24,942,13
M2429,7553,M24,942,13
M243,7554,M24,942,13
M2430,7555,M24,942,13
M2431,7556,M24,942,13
M2432,7557,M24,942,13
M2433,7558,M24,942,13
M2434,7559,M24,942,13
M2435,7560,M24,942,13
M2436,7561,M24,942,13
M2437,7562,M24,942,13
M2438,7563,M24,942,13
M2439,7564,M24,942,13
M244,7565,M24,942,13
M2440,7566,M24,942,13
M2441,7567,M24,942,13
M2442,7568,M24,942,13
M2443,7569,M24,942,13
M2444,7570,M24,942,13
M2445,7571,M24,942,13
M2446,7572,M24,942,13
M2447,7573,M24,942,13
M2448,7574,M24,942,13
M2449,7575,M24,942,13
M245,7576,M24,942,13
M2450,7577,M24,942,13
M2451,7578,M24,942,13
M2452,7579,M24,942,13
M2453,7580,M24,942,13
M2454,7581,M24,942,13
M2455,7582,M24,942,13
M2456,7583,M24,942,13
M2457,7584,M24,942,13
M2458,7585,M24,942,13
M2459,7586,M24,942,13
M246,7587,M24,942,13
M2460,7588,M24,942,13
M2461,7589,M24,942,13
M2462,7590,M24,942,13
M2463,7591,M24,942,13
M2464,7592,M24,942,13
M2465,7593,M24,942,13
M2466,7594,M24,942,13
M2467,7595,M24,942,13
M2468,7596,M24,942,13
M2469,7597,M24,942,13
M247,7598,M24,942,13
M2470,7599,M24,942,13
M2475,7600,M24,942,13
M248,7601,M24,942,13
M2480,7602,M24,942,13
M2481,7603,M24,942,13
M2482,7604,M24,942,13
M2483,7605,M24,942,13
M2484,7606,M24,942,13
M2485,7607,M24,942,13
M2486,7608,M24,942,13
M2487,7609,M24,942,13
M2488,7610,M24,942,13
M2489,7611,M24,942,13
M249,7612,M24,942,13
M2490,7613,M24,942,13
M2491,7614,M24,942,13
M2492,7615,M24,942,13
M2493,7616,M24,942,13
M2494,7617,M24,942,13
M2495,7618,M24,942,13
M2496,7619,M24,942,13
M2497,7620,M24,942,13
M2498,7621,M24,942,13
M2499,7622,M24,942,13
M25,7623,M25,943,13
M250,7624,M25,943,13
M2500,7625,M25,943,13
M2501,7626,M25,943,13
M2502,7627,M25,943,13
M2503,7628,M25,943,13
M2504,7629,M25,943,13
M2505,7630,M25,943,13
M2506,7631,M25,943,13
M2507,7632,M25,943,13
M2508,7633,M25,943,13
M2509,7634,M25,943,13
M251,7635,M25,943,13
M2510,7636,M25,943,13
M2511,7637,M25,943,13
M2512,7638,M25,943,13
M2513,7639,M25,943,13
M2514,7640,M25,943,13
M2515,7641,M25,943,13
M2516,7642,M25,943,13
M2517,7643,M25,943,13
M2518,7644,M25,943,13
M2519,7645,M25,943,13
M252,7646,M25,943,13
M2520,7647,M25,943,13
M2521,7648,M25,943,13
M2522,7649,M25,943,13
M2523,7650,M25,943,13
M2524,7651,M25,943,13
M2525,7652,M25,943,13
M2526,7653,M25,943,13
M2527,7654,M25,943,13
M2528,7655,M25,943,13
M2529,7656,M25,943,13
M253,7657,M25,943,13
M2530,7658,M25,943,13
M2531,7659,M25,943,13
M2532,7660,M25,943,13
M2533,7661,M25,943,13
M2534,7662,M25,943,13
M2535,7663,M25,943,13
M2536,7664,M25,943,13
M2537,7665,M25,943,13
M2538,7666,M25,943,13
M2539,7667,M25,943,13
M254,7668,M25,943,13
M2540,7669,M25,943,13
M2541,7670,M25,943,13
M2542,7671,M25,943,13
M2543,7672,M25,943,13
M2544,7673,M25,943,13
M2545,7674,M25,943,13
M2546,7675,M25,943,13
M2547,7676,M25,943,13
M2548,7677,M25,943,13
M2549,7678,M25,943,13
M255,7679,M25,943,13
M2550,7680,M25,943,13
M2551,7681,M25,943,13
M2552,7682,M25,943,13
M2553,7683,M25,943,13
M2554,7684,M25,943,13
M2555,7685,M25,943,13
M2556,7686,M25,943,13
M2557,7687,M25,943,13
M2558,7688,M25,943,13
M2559,7689,M25,943,13
M256,7690,M25,943,13
M2560,7691,M25,943,13
M2561,7692,M25,943,13
M2562,7693,M25,943,13
M2563,7694,M25,943,13
M2564,7695,M25,943,13
M2565,7696,M25,943,13
M2566,7697,M25,943,13
M2567,7698,M25,943,13
M2568,7699,M25,943,13
M2569,7700,M25,943,13
M257,7701,M25,943,13
M2570,7702,M25,943,13
M2571,7703,M25,943,13
M2572,7704,M25,943,13
M2573,7705,M25,943,13
M2574,7706,M25,943,13
M2575,7707,M25,943,13
M2576,7708,M25,943,13
M2577,7709,M25,943,13
M2578,7710,M25,943,13
M2579,7711,M25,943,13
M258,7712,M25,943,13
M2580,7713,M25,943,13
M2581,7714,M25,943,13
M2582,7715,M25,943,13
M2583,7716,M25,943,13
M2584,7717,M25,943,13
M2585,7718,M25,943,13
M2586,7719,M25,943,13
M2587,7720,M25,943,13
M2588,7721,M25,943,13
M2589,7722,M25,943,13
M259,7723,M25,943,13
M2590,7724,M25,943,13
M2591,7725,M25,943,13
M2592,7726,M25,943,13
M2593,7727,M25,943,13
M2594,7728,M25,943,13
M2595,7729,M25,943,13
M2596,7730,M25,943,13
M2597,7731,M25,943,13
M2598,7732,M25,943,13
M2599,7733,M25,943,13
M30,7734,M30,944,13
M300,7735,M30,944,13
M301,7736,M30,944,13
M302,7737,M30,944,13
M303,7738,M30,944,13
M308,7739,M30,944,13
M31,7740,M31,945,13
M310,7741,M31,945,13
M311,7742,M31,945,13
M312,7743,M31,945,13
M313,7744,M31,945,13
M314,7745,M31,945,13
M315,7746,M31,945,13
M316,7747,M31,945,13
M317,7748,M31,945,13
M318,7749,M31,945,13
M319,7750,M31,945,13
M32,7751,M32,946,13
M320,7752,M32,946,13
M321,7753,M32,946,13
M328,7754,M32,946,13
M329,7755,M32,946,13
M33,7756,M33,947,13
M330,7757,M33,947,13
M331,7758,M33,947,13
M332,7759,M33,947,13
M339,7760,M33,947,13
M34,7761,M34,948,13
M340,7762,M34,948,13
M341,7763,M34,948,13
M342,7764,M34,948,13
M348,7765,M34,948,13
M349,7766,M34,948,13
M35,7767,M35,949,13
M350,7768,M35,949,13
M351,7769,M35,949,13
M352,7770,M35,949,13
M353,7771,M35,949,13
M354,7772,M35,949,13
M355,7773,M35,949,13
M356,7774,M35,949,13
M357,7775,M35,949,13
M358,7776,M35,949,13
M359,7777,M35,949,13
M36,7778,M36,950,13
M360,7779,M36,950,13
M361,7780,M36,950,13
M362,7781,M36,950,13
M363,7782,M36,950,13
M364,7783,M36,950,13
M368,7784,M36,950,13
M40,7785,M40,951,13
M400,7786,M40,951,13
M4000,7787,M40,951,13
M4002,7788,M40,951,13
M4003,7789,M40,951,13
M4004,7790,M40,951,13
M4005,7791,M40,951,13
M4006,7792,M40,951,13
M4007,7793,M40,951,13
M4009,7794,M40,951,13
M401,7795,M40,951,13
M4010,7796,M40,951,13
M4012,7797,M40,951,13
M4013,7798,M40,951,13
M4014,7799,M40,951,13
M4015,7800,M40,951,13
M4016,7801,M40,951,13
M4017,7802,M40,951,13
M4019,7803,M40,951,13
M402,7804,M40,951,13
M4020,7805,M40,951,13
M4022,7806,M40,951,13
M4023,7807,M40,951,13
M4024,7808,M40,951,13
M4025,7809,M40,951,13
M4026,7810,M40,951,13
M4027,7811,M40,951,13
M4029,7812,M40,951,13
M403,7813,M40,951,13
M4030,7814,M40,951,13
M4032,7815,M40,951,13
M4033,7816,M40,951,13
M4034,7817,M40,951,13
M4035,7818,M40,951,13
M4036,7819,M40,951,13
M4037,7820,M40,951,13
M4039,7821,M40,951,13
M404,7822,M40,951,13
M4040,7823,M40,951,13
M4042,7824,M40,951,13
M4043,7825,M40,951,13
M4044,7826,M40,951,13
M4045,7827,M40,951,13
M4046,7828,M40,951,13
M4047,7829,M40,951,13
M4049,7830,M40,951,13
M405,7831,M40,951,13
M4050,7832,M40,951,13
M4052,7833,M40,951,13
M4053,7834,M40,951,13
M4054,7835,M40,951,13
M4055,7836,M40,951,13
M4056,7837,M40,951,13
M4057,7838,M40,951,13
M4059,7839,M40,951,13
M41,7840,M41,952,13
M410,7841,M41,952,13
M4100,7842,M41,952,13
M4102,7843,M41,952,13
M4103,7844,M41,952,13
M4104,7845,M41,952,13
M4105,7846,M41,952,13
M4106,7847,M41,952,13
M4107,7848,M41,952,13
M4109,7849,M41,952,13
M411,7850,M41,952,13
M4110,7851,M41,952,13
M4112,7852,M41,952,13
M4113,7853,M41,952,13
M4114,7854,M41,952,13
M4115,7855,M41,952,13
M4116,7856,M41,952,13
M4117,7857,M41,952,13
M4119,7858,M41,952,13
M412,7859,M41,952,13
M4120,7860,M41,952,13
M4122,7861,M41,952,13
M4123,7862,M41,952,13
M4124,7863,M41,952,13
M4125,7864,M41,952,13
M4126,7865,M41,952,13
M4127,7866,M41,952,13
M4129,7867,M41,952,13
M413,7868,M41,952,13
M4130,7869,M41,952,13
M4132,7870,M41,952,13
M4133,7871,M41,952,13
M4134,7872,M41,952,13
M4135,7873,M41,952,13
M4136,7874,M41,952,13
M4137,7875,M41,952,13
M4139,7876,M41,952,13
M414,7877,M41,952,13
M4140,7878,M41,952,13
M4142,7879,M41,952,13
M4143,7880,M41,952,13
M4144,7881,M41,952,13
M4145,7882,M41,952,13
M4146,7883,M41,952,13
M4147,7884,M41,952,13
M4149,7885,M41,952,13
M415,7886,M41,952,13
M4150,7887,M41,952,13
M4152,7888,M41,952,13
M4153,7889,M41,952,13
M4154,7890,M41,952,13
M4155,7891,M41,952,13
M4156,7892,M41,952,13
M4157,7893,M41,952,13
M4159,7894,M41,952,13
M418,7895,M41,952,13
M4180,7896,M41,952,13
M4182,7897,M41,952,13
M4183,7898,M41,952,13
M4184,7899,M41,952,13
M4185,7900,M41,952,13
M4186,7901,M41,952,13
M4187,7902,M41,952,13
M4189,7903,M41,952,13
M419,7904,M41,952,13
M4190,7905,M41,952,13
M4192,7906,M41,952,13
M4193,7907,M41,952,13
M4194,7908,M41,952,13
M4195,7909,M41,952,13
M4196,7910,M41,952,13
M4197,7911,M41,952,13
M4199,7912,M41,952,13
M42,7913,M42,953,13
M420,7914,M42,953,13
M4200,7915,M42,953,13
M4201,7916,M42,953,13
M4202,7917,M42,953,13
M4203,7918,M42,953,13
M4204,7919,M42,953,13
M4205,7920,M42,953,13
M4206,7921,M42,953,13
M4207,7922,M42,953,13
M4208,7923,M42,953,13
M4209,7924,M42,953,13
M421,7925,M42,953,13
M4210,7926,M42,953,13
M4211,7927,M42,953,13
M4212,7928,M42,953,13
M4213,7929,M42,953,13
M4214,7930,M42,953,13
M4215,7931,M42,953,13
M4216,7932,M42,953,13
M4217,7933,M42,953,13
M4218,7934,M42,953,13
M4219,7935,M42,953,13
M429,7936,M42,953,13
M4290,7937,M42,953,13
M4291,7938,M42,953,13
M4292,7939,M42,953,13
M4293,7940,M42,953,13
M4294,7941,M42,953,13
M4295,7942,M42,953,13
M4296,7943,M42,953,13
M4297,7944,M42,953,13
M4298,7945,M42,953,13
M4299,7946,M42,953,13
M43,7947,M43,954,13
M430,7948,M43,954,13
M4300,7949,M43,954,13
M4301,7950,M43,954,13
M4302,7951,M43,954,13
M4303,7952,M43,954,13
M4304,7953,M43,954,13
M4305,7954,M43,954,13
M4306,7955,M43,954,13
M4307,7956,M43,954,13
M4308,7957,M43,954,13
M4309,7958,M43,954,13
M431,7959,M43,954,13
M4310,7960,M43,954,13
M4311,7961,M43,954,13
M4312,7962,M43,954,13
M4313,7963,M43,954,13
M4314,7964,M43,954,13
M4315,7965,M43,954,13
M4316,7966,M43,954,13
M4317,7967,M43,954,13
M4319,7968,M43,954,13
M432,7969,M43,954,13
M4320,7970,M43,954,13
M4321,7971,M43,954,13
M4322,7972,M43,954,13
M4323,7973,M43,954,13
M4324,7974,M43,954,13
M4325,7975,M43,954,13
M4326,7976,M43,954,13
M4327,7977,M43,954,13
M4329,7978,M43,954,13
M433,7979,M43,954,13
M4331,7980,M43,954,13
M434,7981,M43,954,13
M4341,7982,M43,954,13
M435,7983,M43,954,13
M4350,7984,M43,954,13
M4352,7985,M43,954,13
M4353,7986,M43,954,13
M4354,7987,M43,954,13
M4355,7988,M43,954,13
M4356,7989,M43,954,13
M4357,7990,M43,954,13
M4358,7991,M43,954,13
M4359,7992,M43,954,13
M436,7993,M43,954,13
M4362,7994,M43,954,13
M438,7995,M43,954,13
M4380,7996,M43,954,13
M4381,7997,M43,954,13
M4382,7998,M43,954,13
M4383,7999,M43,954,13
M4384,8000,M43,954,13
M4385,8001,M43,954,13
M4386,8002,M43,954,13
M4387,8003,M43,954,13
M4388,8004,M43,954,13
M4389,8005,M43,954,13
M439,8006,M43,954,13
M4390,8007,M43,954,13
M4391,8008,M43,954,13
M4392,8009,M43,954,13
M4393,8010,M43,954,13
M4394,8011,M43,954,13
M4395,8012,M43,954,13
M4396,8013,M43,954,13
M4397,8014,M43,954,13
M4398,8015,M43,954,13
M4399,8016,M43,954,13
M45,8017,M45,955,13
M45+0,8018,M45,955,13
M45+1,8019,M45,955,13
M45+2,8020,M45,955,13
M45+3,8021,M45,955,13
M45+4,8022,M45,955,13
M45+5,8023,M45,955,13
M45+6,8024,M45,955,13
M45+7,8025,M45,955,13
M45+8,8026,M45,955,13
M45+9,8027,M45,955,13
M46,8028,M46,956,13
M460,8029,M46,956,13
M4600,8030,M46,956,13
M4601,8031,M46,956,13
M4602,8032,M46,956,13
M4603,8033,M46,956,13
M4604,8034,M46,956,13
M4605,8035,M46,956,13
M4606,8036,M46,956,13
M4607,8037,M46,956,13
M4608,8038,M46,956,13
M4609,8039,M46,956,13
M461,8040,M46,956,13
M4610,8041,M46,956,13
M4618,8042,M46,956,13
M462,8043,M46,956,13
M4620,8044,M46,956,13
M4621,8045,M46,956,13
M4622,8046,M46,956,13
M4623,8047,M46,956,13
M4624,8048,M46,956,13
M4625,8049,M46,956,13
M4626,8050,M46,956,13
M4627,8051,M46,956,13
M4628,8052,M46,956,13
M4629,8053,M46,956,13
M463,8054,M46,956,13
M4630,8055,M46,956,13
M4632,8056,M46,956,13
M4633,8057,M46,956,13
M4634,8058,M46,956,13
M4635,8059,M46,956,13
M4636,8060,M46,956,13
M4637,8061,M46,956,13
M4638,8062,M46,956,13
M4639,8063,M46,956,13
M464,8064,M46,956,13
M4640,8065,M46,956,13
M4642,8066,M46,956,13
M4643,8067,M46,956,13
M4644,8068,M46,956,13
M4645,8069,M46,956,13
M4646,8070,M46,956,13
M4647,8071,M46,956,13
M4648,8072,M46,956,13
M4649,8073,M46,956,13
M465,8074,M46,956,13
M4650,8075,M46,956,13
M4651,8076,M46,956,13
M4652,8077,M46,956,13
M4653,8078,M46,956,13
M4654,8079,M46,956,13
M4655,8080,M46,956,13
M4656,8081,M46,956,13
M4657,8082,M46,956,13
M4658,8083,M46,956,13
M4659,8084,M46,956,13
M468,8085,M46,956,13
M4680,8086,M46,956,13
M4681,8087,M46,956,13
M4682,8088,M46,956,13
M4683,8089,M46,956,13
M4684,8090,M46,956,13
M4685,8091,M46,956,13
M4686,8092,M46,956,13
M4687,8093,M46,956,13
M4688,8094,M46,956,13
M4689,8095,M46,956,13
M469,8096,M46,956,13
M4690,8097,M46,956,13
M4691,8098,M46,956,13
M4692,8099,M46,956,13
M4693,8100,M46,956,13
M4694,8101,M46,956,13
M4695,8102,M46,956,13
M4696,8103,M46,956,13
M4697,8104,M46,956,13
M4698,8105,M46,956,13
M4699,8106,M46,956,13
M47,8107,M47,957,13
M470,8108,M47,957,13
M4700,8109,M47,957,13
M4701,8110,M47,957,13
M4702,8111,M47,957,13
M4703,8112,M47,957,13
M4704,8113,M47,957,13
M4705,8114,M47,957,13
M4706,8115,M47,957,13
M4709,8116,M47,957,13
M471,8117,M47,957,13
M4710,8118,M47,957,13
M4711,8119,M47,957,13
M4712,8120,M47,957,13
M4713,8121,M47,957,13
M4714,8122,M47,957,13
M4715,8123,M47,957,13
M4716,8124,M47,957,13
M4719,8125,M47,957,13
M472,8126,M47,957,13
M4720,8127,M47,957,13
M4721,8128,M47,957,13
M4722,8129,M47,957,13
M4723,8130,M47,957,13
M4724,8131,M47,957,13
M4725,8132,M47,957,13
M4726,8133,M47,957,13
M4727,8134,M47,957,13
M4728,8135,M47,957,13
M4729,8136,M47,957,13
M478,8137,M47,957,13
M4780,8138,M47,957,13
M4781,8139,M47,957,13
M4782,8140,M47,957,13
M4783,8141,M47,957,13
M4784,8142,M47,957,13
M4785,8143,M47,957,13
M4786,8144,M47,957,13
M4787,8145,M47,957,13
M4788,8146,M47,957,13
M4789,8147,M47,957,13
M479,8148,M47,957,13
M4790,8149,M47,957,13
M4791,8150,M47,957,13
M4792,8151,M47,957,13
M4793,8152,M47,957,13
M4794,8153,M47,957,13
M4795,8154,M47,957,13
M4796,8155,M47,957,13
M4797,8156,M47,957,13
M4798,8157,M47,957,13
M4799,8158,M47,957,13
M48,8159,M48,958,13
M480,8160,M48,958,13
M4800,8161,M48,958,13
M4801,8162,M48,958,13
M4802,8163,M48,958,13
M4803,8164,M48,958,13
M4804,8165,M48,958,13
M4805,8166,M48,958,13
M4806,8167,M48,958,13
M4807,8168,M48,958,13
M4808,8169,M48,958,13
M4809,8170,M48,958,13
M481,8171,M48,958,13
M4810,8172,M48,958,13
M4811,8173,M48,958,13
M4812,8174,M48,958,13
M4813,8175,M48,958,13
M4814,8176,M48,958,13
M4815,8177,M48,958,13
M4816,8178,M48,958,13
M4817,8179,M48,958,13
M4818,8180,M48,958,13
M4819,8181,M48,958,13
M482,8182,M48,958,13
M4820,8183,M48,958,13
M4821,8184,M48,958,13
M4822,8185,M48,958,13
M4823,8186,M48,958,13
M4824,8187,M48,958,13
M4825,8188,M48,958,13
M4826,8189,M48,958,13
M4827,8190,M48,958,13
M4828,8191,M48,958,13
M4829,8192,M48,958,13
M483,8193,M48,958,13
M4830,8194,M48,958,13
M4831,8195,M48,958,13
M4832,8196,M48,958,13
M4833,8197,M48,958,13
M4834,8198,M48,958,13
M4835,8199,M48,958,13
M4836,8200,M48,958,13
M4837,8201,M48,958,13
M4838,8202,M48,958,13
M4839,8203,M48,958,13
M484,8204,M48,958,13
M4840,8205,M48,958,13
M4841,8206,M48,958,13
M4842,8207,M48,958,13
M4843,8208,M48,958,13
M4844,8209,M48,958,13
M4845,8210,M48,958,13
M4846,8211,M48,958,13
M4847,8212,M48,958,13
M4848,8213,M48,958,13
M4849,8214,M48,958,13
M485,8215,M48,958,13
M4850,8216,M48,958,13
M4851,8217,M48,958,13
M4852,8218,M48,958,13
M4853,8219,M48,958,13
M4854,8220,M48,958,13
